File name,Mean concentration ≥2 µm (cm^-3),Std dev in ≥2 µm bins (cm^-3),"Total concentration (all bins, cm^-3)"
428.pickle,0.25340869152542367,0.008723246915450967,84.33235724745762
429.pickle,0.3480669474576271,0.011585385666025138,84.41164572542374
430.pickle,0.5051263254237287,0.016168183426122095,84.58182536440677
431.pickle,0.33191537288135575,0.010620125572814951,84.41000024406779
432.pickle,0.2688507169491525,0.009397934308245077,84.35063550677967
433.pickle,0.3793280491525426,0.012449670788141033,84.44671740000001
434.pickle,0.47597846949152567,0.015347845174888098,84.54462921864408
435.pickle,0.3803812203389829,0.012499927745683826,84.43994487627118
436.pickle,0.2536721474576271,0.00874373843642095,84.32675089152544
437.pickle,0.14182236610169485,0.006116384684519968,84.22938612711866
438.pickle,0.23584680847457618,0.00855868861877179,84.3143391118644
439.pickle,0.17263526271186438,0.00656799142910232,84.26884011016949
440.pickle,0.6832660932203389,0.02109702158400637,84.75324355423729
441.pickle,1.1947636237288135,0.0364254238846908,85.2511298457627
442.pickle,1.0997008949152542,0.033198180272310474,85.20824430677966
443.pickle,1.132013538983051,0.03410719203404591,85.18972509491525
444.pickle,0.8918933830508473,0.027262891168281844,84.96655313050847
445.pickle,1.0163961169491524,0.0308935906526631,85.06073673728814
446.pickle,1.0349049000000001,0.03157540976816129,85.12165479830509
447.pickle,0.9210128644067797,0.028090157230840906,84.98200395932201
449.pickle,0.4739322135593223,0.015305020003914881,84.53061411186441
450.pickle,0.8279294627118643,0.02575058424816444,84.89673926101696
451.pickle,0.8111895338983051,0.024987933790241345,84.9028524881356
452.pickle,3.2063372186440677,0.09623860431073895,87.25980935593219
